,NumberOfQuizzesTaken,CourseCategory_Arts,CourseCategory_Business,CourseCategory_Programming,NumberOfVideosWatched,DeviceType,CourseCategory_Science,CourseCategory_Health,target
5069,7,0.0,1.0,0.0,20,1,0.0,0.0,1
5071,2,0.0,1.0,0.0,2,0,0.0,0.0,0
5072,10,1.0,0.0,0.0,14,0,0.0,0.0,1
5073,10,1.0,0.0,0.0,20,1,0.0,0.0,1
5075,8,0.0,0.0,1.0,3,0,0.0,0.0,0
5076,3,0.0,0.0,1.0,9,1,0.0,0.0,0
5077,7,0.0,0.0,0.0,19,1,0.0,1.0,0
5078,0,0.0,0.0,0.0,14,0,1.0,0.0,0
5079,5,0.0,0.0,0.0,7,0,1.0,0.0,0
5080,6,1.0,0.0,0.0,9,1,0.0,0.0,0
5081,5,0.0,1.0,0.0,1,0,0.0,0.0,0
5082,3,0.0,0.0,0.0,1,1,0.0,1.0,0
5083,9,0.0,0.0,0.0,13,0,0.0,1.0,1
5084,2,0.0,0.0,0.0,16,0,1.0,0.0,0
5085,9,0.0,0.0,0.0,3,1,0.0,1.0,1
5086,5,0.0,0.0,0.0,17,0,1.0,0.0,1
5087,2,0.0,1.0,0.0,16,1,0.0,0.0,1
5088,10,1.0,0.0,0.0,7,0,0.0,0.0,0
5089,0,0.0,0.0,1.0,7,0,0.0,0.0,0
5090,3,0.0,1.0,0.0,7,0,0.0,0.0,1
5091,3,1.0,0.0,0.0,19,1,0.0,0.0,0
5092,10,0.0,0.0,0.0,19,0,0.0,1.0,0
5093,9,0.0,0.0,0.0,18,0,0.0,1.0,1
5094,2,0.0,0.0,1.0,20,0,0.0,0.0,0
5095,3,0.0,0.0,1.0,20,0,0.0,0.0,0
5096,2,1.0,0.0,0.0,10,0,0.0,0.0,0
5097,3,0.0,0.0,0.0,10,0,0.0,1.0,0
5098,1,0.0,0.0,1.0,20,0,0.0,0.0,0
5099,8,1.0,0.0,0.0,1,0,0.0,0.0,1
5100,3,1.0,0.0,0.0,15,0,0.0,0.0,0
5102,8,0.0,0.0,0.0,19,1,0.0,1.0,1
5103,7,0.0,0.0,0.0,14,1,1.0,0.0,1
5104,1,0.0,1.0,0.0,2,0,0.0,0.0,0
5105,2,1.0,0.0,0.0,14,1,0.0,0.0,1
5106,7,0.0,1.0,0.0,8,0,0.0,0.0,0
5107,7,1.0,0.0,0.0,19,0,0.0,0.0,0
5108,5,0.0,1.0,0.0,17,1,0.0,0.0,0
5109,10,0.0,1.0,0.0,16,1,0.0,0.0,1
5110,3,0.0,0.0,0.0,20,0,1.0,0.0,1
5111,8,0.0,1.0,0.0,19,0,0.0,0.0,1
5112,2,0.0,0.0,1.0,3,0,0.0,0.0,0
5113,7,0.0,0.0,0.0,12,1,0.0,1.0,0
5114,2,1.0,0.0,0.0,0,0,0.0,0.0,0
5115,6,0.0,1.0,0.0,12,1,0.0,0.0,1
5116,1,0.0,0.0,1.0,9,1,0.0,0.0,0
5117,9,0.0,0.0,0.0,20,1,0.0,1.0,1
5119,10,1.0,0.0,0.0,12,0,0.0,0.0,1
5120,5,0.0,1.0,0.0,18,0,0.0,0.0,1
5121,6,0.0,0.0,0.0,7,0,1.0,0.0,0
5122,8,1.0,0.0,0.0,9,0,0.0,0.0,1
5123,2,0.0,0.0,0.0,19,1,1.0,0.0,0
5125,2,0.0,0.0,1.0,18,0,0.0,0.0,1
5126,3,0.0,1.0,0.0,19,1,0.0,0.0,1
5128,2,0.0,0.0,0.0,6,0,1.0,0.0,0
5129,7,0.0,0.0,0.0,13,0,1.0,0.0,1
5130,10,0.0,1.0,0.0,12,1,0.0,0.0,0
5132,3,0.0,0.0,0.0,2,0,1.0,0.0,0
5133,10,0.0,1.0,0.0,4,0,0.0,0.0,0
5134,7,0.0,1.0,0.0,10,1,0.0,0.0,1
5135,4,1.0,0.0,0.0,12,0,0.0,0.0,0
5136,9,0.0,0.0,1.0,6,0,0.0,0.0,0
5137,0,1.0,0.0,0.0,14,0,0.0,0.0,0
5138,7,0.0,0.0,0.0,13,0,1.0,0.0,1
5139,10,0.0,0.0,1.0,0,1,0.0,0.0,0
5140,0,1.0,0.0,0.0,5,0,0.0,0.0,0
5141,1,0.0,0.0,0.0,7,1,0.0,1.0,1
5142,6,0.0,0.0,0.0,11,0,1.0,0.0,0
5143,10,1.0,0.0,0.0,15,0,0.0,0.0,1
5144,0,0.0,0.0,0.0,5,0,1.0,0.0,0
5146,4,0.0,0.0,0.0,7,1,1.0,0.0,0
5147,9,0.0,0.0,0.0,19,1,1.0,0.0,0
5148,10,0.0,1.0,0.0,4,1,0.0,0.0,0
5149,10,0.0,0.0,1.0,2,1,0.0,0.0,1
5150,1,0.0,1.0,0.0,5,1,0.0,0.0,0
5151,2,1.0,0.0,0.0,3,1,0.0,0.0,0
5152,10,0.0,1.0,0.0,3,0,0.0,0.0,0
5153,4,0.0,0.0,1.0,5,1,0.0,0.0,1
5154,9,0.0,0.0,0.0,13,0,1.0,0.0,1
5155,0,0.0,0.0,0.0,16,1,1.0,0.0,0
5156,3,0.0,0.0,1.0,20,0,0.0,0.0,0
5157,7,0.0,0.0,0.0,4,1,0.0,1.0,1
5158,3,0.0,0.0,0.0,11,0,1.0,0.0,0
5159,5,1.0,0.0,0.0,11,1,0.0,0.0,1
5160,3,0.0,0.0,0.0,2,0,1.0,0.0,0
5161,5,0.0,0.0,1.0,8,1,0.0,0.0,1
5162,9,0.0,0.0,1.0,1,0,0.0,0.0,0
5163,0,0.0,0.0,1.0,20,1,0.0,0.0,0
5166,1,1.0,0.0,0.0,4,1,0.0,0.0,0
5167,8,1.0,0.0,0.0,11,0,0.0,0.0,0
5169,3,0.0,0.0,0.0,2,0,0.0,1.0,0
5170,9,0.0,1.0,0.0,2,1,0.0,0.0,0
5171,4,0.0,0.0,0.0,2,0,1.0,0.0,0
5172,1,0.0,0.0,0.0,6,0,1.0,0.0,0
5173,8,0.0,1.0,0.0,6,0,0.0,0.0,1
5174,3,0.0,0.0,0.0,14,0,1.0,0.0,0
5175,3,0.0,0.0,1.0,10,1,0.0,0.0,0
5176,10,1.0,0.0,0.0,3,1,0.0,0.0,1
5177,4,0.0,0.0,1.0,17,1,0.0,0.0,1
5178,10,0.0,0.0,0.0,19,0,0.0,1.0,1
5179,4,0.0,0.0,0.0,19,0,0.0,1.0,1
5180,3,0.0,1.0,0.0,7,1,0.0,0.0,1
5181,2,0.0,0.0,1.0,8,1,0.0,0.0,0
5182,2,0.0,0.0,0.0,9,0,1.0,0.0,0
5183,1,0.0,0.0,0.0,8,1,1.0,0.0,0
5184,2,0.0,0.0,0.0,17,1,1.0,0.0,0
5185,9,0.0,0.0,0.0,20,1,1.0,0.0,0
5186,4,0.0,0.0,0.0,15,1,0.0,1.0,1
5187,5,0.0,0.0,0.0,20,0,1.0,0.0,0
5188,7,0.0,1.0,0.0,12,0,0.0,0.0,0
5189,6,0.0,0.0,1.0,12,1,0.0,0.0,0
5190,5,0.0,0.0,0.0,20,1,0.0,1.0,1
5191,9,0.0,1.0,0.0,8,1,0.0,0.0,1
5192,2,0.0,0.0,0.0,17,0,1.0,0.0,0
5193,4,0.0,0.0,1.0,7,1,0.0,0.0,1
5194,10,0.0,0.0,0.0,3,1,0.0,1.0,1
5195,1,0.0,0.0,0.0,14,1,1.0,0.0,0
5196,9,0.0,0.0,1.0,2,1,0.0,0.0,0
5198,1,0.0,0.0,0.0,1,1,0.0,1.0,0
5199,3,1.0,0.0,0.0,1,0,0.0,0.0,0
5200,1,0.0,0.0,1.0,11,0,0.0,0.0,1
5201,0,1.0,0.0,0.0,13,0,0.0,0.0,1
5202,7,0.0,0.0,0.0,0,1,1.0,0.0,0
5203,10,1.0,0.0,0.0,17,0,0.0,0.0,1
5205,7,0.0,0.0,0.0,15,1,0.0,1.0,0
5206,5,0.0,0.0,1.0,15,1,0.0,0.0,1
5207,7,0.0,0.0,1.0,8,1,0.0,0.0,1
5208,8,0.0,0.0,1.0,7,0,0.0,0.0,1
5209,4,0.0,0.0,1.0,11,0,0.0,0.0,1
5210,8,0.0,0.0,0.0,0,1,1.0,0.0,0
5214,1,0.0,0.0,0.0,16,0,1.0,0.0,0
5215,4,0.0,0.0,1.0,18,0,0.0,0.0,1
5216,2,0.0,1.0,0.0,11,0,0.0,0.0,0
5217,1,0.0,0.0,1.0,3,0,0.0,0.0,0
5218,2,1.0,0.0,0.0,2,1,0.0,0.0,0
5219,0,0.0,0.0,0.0,19,1,1.0,0.0,0
5220,7,0.0,1.0,0.0,0,0,0.0,0.0,1
5221,3,0.0,0.0,1.0,13,1,0.0,0.0,0
5222,6,0.0,0.0,0.0,10,1,0.0,1.0,0
5223,0,0.0,0.0,0.0,6,1,0.0,1.0,0
5224,2,0.0,0.0,0.0,7,1,1.0,0.0,1
5225,5,0.0,0.0,1.0,20,0,0.0,0.0,1
5226,0,0.0,0.0,0.0,3,1,0.0,1.0,0
5227,8,0.0,0.0,1.0,10,0,0.0,0.0,0
5228,4,0.0,0.0,0.0,10,1,0.0,1.0,1
5229,1,0.0,1.0,0.0,5,0,0.0,0.0,0
5230,7,0.0,1.0,0.0,19,0,0.0,0.0,0
5231,9,1.0,0.0,0.0,20,1,0.0,0.0,1
5232,3,1.0,0.0,0.0,16,1,0.0,0.0,0
5233,3,1.0,0.0,0.0,14,0,0.0,0.0,0
5235,9,1.0,0.0,0.0,2,0,0.0,0.0,0
5236,8,0.0,0.0,0.0,7,1,1.0,0.0,1
5237,8,0.0,1.0,0.0,10,1,0.0,0.0,1
5238,8,0.0,0.0,0.0,19,0,1.0,0.0,0
5240,3,1.0,0.0,0.0,5,0,0.0,0.0,0
5241,0,0.0,1.0,0.0,7,0,0.0,0.0,0
5242,10,0.0,0.0,0.0,11,1,1.0,0.0,0
5243,9,1.0,0.0,0.0,3,1,0.0,0.0,0
5245,10,0.0,0.0,0.0,0,0,1.0,0.0,0
5246,7,0.0,1.0,0.0,19,1,0.0,0.0,1
5247,9,0.0,1.0,0.0,4,0,0.0,0.0,0
5248,7,0.0,1.0,0.0,8,1,0.0,0.0,1
5249,4,0.0,0.0,0.0,3,0,0.0,1.0,0
5250,7,1.0,0.0,0.0,16,0,0.0,0.0,1
5251,6,0.0,1.0,0.0,16,0,0.0,0.0,1
5252,9,0.0,0.0,0.0,4,1,0.0,1.0,0
5253,10,0.0,1.0,0.0,12,1,0.0,0.0,1
5254,3,0.0,0.0,1.0,17,1,0.0,0.0,1
5255,2,1.0,0.0,0.0,9,0,0.0,0.0,0
5256,2,0.0,0.0,1.0,9,0,0.0,0.0,0
5257,9,0.0,0.0,1.0,11,0,0.0,0.0,1
5258,6,0.0,0.0,1.0,8,0,0.0,0.0,1
5259,9,0.0,1.0,0.0,0,1,0.0,0.0,0
5260,2,0.0,0.0,0.0,8,0,1.0,0.0,0
5261,1,0.0,0.0,0.0,16,0,1.0,0.0,0
5262,3,0.0,0.0,1.0,17,0,0.0,0.0,0
5263,0,1.0,0.0,0.0,0,0,0.0,0.0,0
5264,8,0.0,0.0,0.0,6,1,1.0,0.0,1
5265,8,0.0,0.0,0.0,7,0,1.0,0.0,0
5266,9,0.0,0.0,0.0,3,0,1.0,0.0,1
5267,10,0.0,0.0,0.0,0,0,0.0,1.0,0
5268,1,0.0,0.0,0.0,6,1,0.0,1.0,0
5269,4,0.0,1.0,0.0,18,1,0.0,0.0,1
5270,2,0.0,0.0,1.0,7,1,0.0,0.0,1
5271,0,0.0,0.0,1.0,10,0,0.0,0.0,0
5272,8,0.0,0.0,0.0,12,1,1.0,0.0,0
5273,2,0.0,0.0,0.0,8,0,1.0,0.0,1
5275,5,0.0,0.0,0.0,0,0,0.0,1.0,1
5277,1,0.0,1.0,0.0,1,0,0.0,0.0,1
5278,6,0.0,0.0,1.0,13,1,0.0,0.0,1
5283,2,0.0,0.0,0.0,8,0,1.0,0.0,0
5284,3,1.0,0.0,0.0,0,0,0.0,0.0,0
5285,7,0.0,0.0,0.0,13,0,0.0,1.0,1
5286,2,1.0,0.0,0.0,1,0,0.0,0.0,0
5287,6,1.0,0.0,0.0,18,0,0.0,0.0,1
5288,1,0.0,1.0,0.0,0,1,0.0,0.0,0
5289,10,0.0,1.0,0.0,20,1,0.0,0.0,0
5290,6,1.0,0.0,0.0,10,0,0.0,0.0,0
5291,9,0.0,0.0,0.0,20,1,0.0,1.0,1
5292,6,1.0,0.0,0.0,5,0,0.0,0.0,1
5293,8,0.0,0.0,0.0,4,1,0.0,1.0,0
5295,7,0.0,0.0,1.0,5,0,0.0,0.0,0
5296,0,0.0,0.0,0.0,1,0,0.0,1.0,0
5297,6,0.0,0.0,0.0,6,0,0.0,1.0,1
5298,5,1.0,0.0,0.0,6,0,0.0,0.0,1
5299,10,0.0,0.0,0.0,2,0,0.0,1.0,0
5300,9,0.0,0.0,1.0,12,0,0.0,0.0,1
5301,8,0.0,0.0,0.0,13,1,1.0,0.0,1
5302,6,0.0,1.0,0.0,7,1,0.0,0.0,1
5303,6,0.0,0.0,1.0,9,1,0.0,0.0,1
5304,5,0.0,0.0,0.0,8,1,1.0,0.0,1
5306,2,0.0,0.0,0.0,9,1,1.0,0.0,1
5307,1,0.0,0.0,1.0,0,0,0.0,0.0,0
5308,5,0.0,0.0,0.0,4,1,0.0,1.0,1
5310,2,0.0,0.0,0.0,20,1,0.0,1.0,0
5311,4,0.0,0.0,1.0,8,1,0.0,0.0,1
5312,6,0.0,0.0,0.0,19,1,0.0,1.0,0
5313,9,1.0,0.0,0.0,9,0,0.0,0.0,0
5314,10,0.0,1.0,0.0,8,1,0.0,0.0,0
5316,7,0.0,0.0,0.0,12,0,1.0,0.0,1
5317,8,0.0,0.0,0.0,20,0,0.0,1.0,0
5318,0,0.0,1.0,0.0,8,0,0.0,0.0,1
5319,9,0.0,0.0,1.0,18,1,0.0,0.0,1
5320,4,0.0,0.0,1.0,16,0,0.0,0.0,1
5321,5,0.0,1.0,0.0,16,0,0.0,0.0,0
5322,10,0.0,1.0,0.0,9,1,0.0,0.0,0
5323,7,0.0,0.0,1.0,20,1,0.0,0.0,1
5324,9,0.0,1.0,0.0,12,0,0.0,0.0,1
5325,0,0.0,0.0,0.0,10,1,1.0,0.0,0
5326,7,0.0,0.0,0.0,16,0,0.0,1.0,0
5327,3,0.0,0.0,1.0,18,1,0.0,0.0,0
5328,5,0.0,0.0,0.0,6,0,1.0,0.0,1
5329,0,0.0,0.0,1.0,8,0,0.0,0.0,0
5330,10,0.0,0.0,0.0,15,1,0.0,1.0,1
5331,2,0.0,1.0,0.0,3,1,0.0,0.0,0
5332,7,0.0,1.0,0.0,18,0,0.0,0.0,0
5333,5,0.0,0.0,0.0,1,1,1.0,0.0,0
5334,1,1.0,0.0,0.0,0,1,0.0,0.0,0
5336,5,1.0,0.0,0.0,1,0,0.0,0.0,0
5337,10,0.0,0.0,1.0,5,1,0.0,0.0,0
5339,5,0.0,0.0,1.0,10,1,0.0,0.0,1
5340,3,1.0,0.0,0.0,8,1,0.0,0.0,0
5341,6,0.0,0.0,0.0,3,0,0.0,1.0,0
5342,0,0.0,0.0,0.0,4,1,0.0,1.0,0
5343,7,0.0,1.0,0.0,0,1,0.0,0.0,1
5344,6,0.0,1.0,0.0,2,0,0.0,0.0,0
5345,8,0.0,0.0,0.0,10,0,1.0,0.0,0
5346,3,1.0,0.0,0.0,10,1,0.0,0.0,1
5347,8,0.0,0.0,1.0,2,1,0.0,0.0,1
5348,8,1.0,0.0,0.0,17,0,0.0,0.0,0
5349,3,1.0,0.0,0.0,0,1,0.0,0.0,0
5350,8,1.0,0.0,0.0,1,1,0.0,0.0,0
5351,1,1.0,0.0,0.0,0,1,0.0,0.0,0
5352,8,0.0,0.0,1.0,4,1,0.0,0.0,0
5353,8,1.0,0.0,0.0,7,1,0.0,0.0,1
5354,6,0.0,1.0,0.0,13,1,0.0,0.0,1
5355,1,0.0,0.0,1.0,0,1,0.0,0.0,0
5356,8,0.0,1.0,0.0,15,0,0.0,0.0,1
5357,4,0.0,0.0,1.0,18,1,0.0,0.0,1
5358,10,0.0,0.0,0.0,7,0,1.0,0.0,1
5359,10,0.0,1.0,0.0,12,1,0.0,0.0,1
5360,5,0.0,0.0,1.0,14,1,0.0,0.0,1
5361,10,0.0,0.0,0.0,17,1,0.0,1.0,0
5362,9,1.0,0.0,0.0,12,0,0.0,0.0,1
5363,10,0.0,0.0,1.0,20,1,0.0,0.0,0
5364,5,0.0,0.0,0.0,20,0,1.0,0.0,0
5365,6,0.0,0.0,0.0,16,0,0.0,1.0,1
5366,8,0.0,0.0,0.0,16,1,0.0,1.0,0
5367,8,0.0,0.0,0.0,3,0,0.0,1.0,0
5368,7,0.0,0.0,0.0,14,0,0.0,1.0,0
5370,4,0.0,0.0,0.0,11,1,0.0,1.0,1
5371,2,0.0,0.0,0.0,8,0,1.0,0.0,0
5372,4,0.0,0.0,0.0,7,0,1.0,0.0,1
5373,2,0.0,0.0,0.0,3,1,1.0,0.0,0
5374,4,0.0,0.0,0.0,20,0,0.0,1.0,1
5375,4,0.0,0.0,0.0,6,1,1.0,0.0,1
5376,0,0.0,0.0,0.0,2,1,0.0,1.0,0
5377,2,0.0,0.0,0.0,13,0,1.0,0.0,1
5378,6,0.0,1.0,0.0,2,0,0.0,0.0,0
5379,8,0.0,0.0,1.0,7,1,0.0,0.0,1
5380,2,0.0,0.0,1.0,16,0,0.0,0.0,0
5381,4,0.0,0.0,1.0,0,0,0.0,0.0,0
5382,2,1.0,0.0,0.0,19,1,0.0,0.0,0
5383,0,0.0,0.0,0.0,9,0,1.0,0.0,0
5384,7,0.0,0.0,0.0,8,0,1.0,0.0,1
5386,3,1.0,0.0,0.0,11,1,0.0,0.0,0
5387,6,1.0,0.0,0.0,11,0,0.0,0.0,1
5388,9,0.0,0.0,0.0,2,1,1.0,0.0,0
5390,5,0.0,1.0,0.0,5,1,0.0,0.0,0
5392,5,0.0,0.0,1.0,12,0,0.0,0.0,1
5393,5,0.0,0.0,0.0,7,0,1.0,0.0,1
5394,9,0.0,0.0,1.0,11,1,0.0,0.0,1
5395,1,0.0,0.0,0.0,10,1,1.0,0.0,0
5396,9,0.0,0.0,1.0,20,1,0.0,0.0,1
5398,1,1.0,0.0,0.0,4,1,0.0,0.0,0
5399,10,0.0,1.0,0.0,9,1,0.0,0.0,1
5400,8,0.0,0.0,1.0,12,1,0.0,0.0,1
5402,7,0.0,0.0,0.0,15,1,0.0,1.0,1
5403,4,1.0,0.0,0.0,4,1,0.0,0.0,1
5404,1,0.0,0.0,0.0,12,1,1.0,0.0,0
5405,3,0.0,0.0,0.0,2,1,0.0,1.0,0
5407,3,1.0,0.0,0.0,3,0,0.0,0.0,0
5409,6,0.0,0.0,0.0,5,1,0.0,1.0,0
5410,3,0.0,0.0,0.0,16,0,1.0,0.0,1
5412,6,1.0,0.0,0.0,3,1,0.0,0.0,0
5413,4,0.0,0.0,0.0,12,1,1.0,0.0,1
5414,0,1.0,0.0,0.0,7,0,0.0,0.0,1
5415,9,0.0,0.0,0.0,4,0,1.0,0.0,1
5416,6,0.0,0.0,0.0,10,0,0.0,1.0,1
5417,9,0.0,0.0,0.0,2,0,1.0,0.0,0
5418,6,0.0,0.0,1.0,2,0,0.0,0.0,0
5419,9,0.0,0.0,1.0,18,0,0.0,0.0,1
5420,6,0.0,0.0,1.0,1,0,0.0,0.0,0
5421,1,0.0,0.0,0.0,13,1,1.0,0.0,0
5422,9,1.0,0.0,0.0,2,0,0.0,0.0,0
5423,1,0.0,0.0,0.0,8,1,0.0,1.0,0
5424,10,0.0,0.0,0.0,20,1,0.0,1.0,1
5425,7,0.0,0.0,1.0,8,1,0.0,0.0,1
5427,5,0.0,0.0,1.0,6,0,0.0,0.0,1
5428,5,0.0,0.0,0.0,2,1,1.0,0.0,0
5429,1,0.0,0.0,1.0,0,1,0.0,0.0,0
5430,8,0.0,0.0,0.0,13,1,0.0,1.0,1
5431,9,1.0,0.0,0.0,12,0,0.0,0.0,1
5432,1,1.0,0.0,0.0,7,0,0.0,0.0,1
5433,1,0.0,0.0,0.0,16,1,0.0,1.0,0
5434,1,0.0,0.0,1.0,17,1,0.0,0.0,0
5435,1,1.0,0.0,0.0,8,1,0.0,0.0,1
5436,6,0.0,0.0,0.0,8,1,1.0,0.0,1
5437,9,0.0,0.0,1.0,9,0,0.0,0.0,1
5438,4,0.0,0.0,1.0,3,0,0.0,0.0,0
5439,5,0.0,0.0,0.0,1,1,0.0,1.0,0
5440,8,1.0,0.0,0.0,12,1,0.0,0.0,1
5441,7,0.0,0.0,0.0,12,1,1.0,0.0,1
5442,9,0.0,1.0,0.0,11,1,0.0,0.0,0
5443,0,1.0,0.0,0.0,5,0,0.0,0.0,0
5444,3,0.0,0.0,1.0,1,0,0.0,0.0,1
5445,0,0.0,0.0,0.0,4,0,0.0,1.0,0
5446,4,0.0,0.0,0.0,9,1,0.0,1.0,0
5447,5,0.0,1.0,0.0,16,1,0.0,0.0,0
5448,9,0.0,0.0,1.0,15,0,0.0,0.0,1
5449,4,1.0,0.0,0.0,16,1,0.0,0.0,1
5452,7,0.0,0.0,0.0,0,1,1.0,0.0,1
5453,2,0.0,0.0,0.0,13,0,0.0,1.0,1
5454,7,0.0,0.0,0.0,8,1,0.0,1.0,0
5455,2,0.0,0.0,0.0,14,1,0.0,1.0,0
5456,2,0.0,0.0,0.0,6,1,0.0,1.0,1
5457,7,0.0,0.0,0.0,12,0,1.0,0.0,0
5458,1,0.0,1.0,0.0,0,0,0.0,0.0,0
5459,10,0.0,1.0,0.0,15,0,0.0,0.0,0
5460,5,0.0,0.0,0.0,18,1,0.0,1.0,1
5461,9,1.0,0.0,0.0,4,0,0.0,0.0,0
5462,8,0.0,0.0,0.0,10,1,1.0,0.0,1
5463,3,0.0,1.0,0.0,20,0,0.0,0.0,0
5464,8,0.0,0.0,1.0,8,1,0.0,0.0,1
5465,2,0.0,0.0,0.0,11,0,1.0,0.0,0
5466,3,0.0,1.0,0.0,1,0,0.0,0.0,0
5467,10,0.0,0.0,1.0,10,1,0.0,0.0,0
5468,6,1.0,0.0,0.0,14,1,0.0,0.0,0
5469,8,0.0,1.0,0.0,14,1,0.0,0.0,0
5470,4,0.0,1.0,0.0,8,0,0.0,0.0,0
5472,5,0.0,1.0,0.0,3,1,0.0,0.0,1
5473,3,0.0,1.0,0.0,15,1,0.0,0.0,0
5475,7,1.0,0.0,0.0,9,0,0.0,0.0,1
5476,5,0.0,1.0,0.0,20,1,0.0,0.0,1
5477,8,0.0,0.0,0.0,20,0,1.0,0.0,1
5478,2,0.0,1.0,0.0,1,0,0.0,0.0,0
5479,7,0.0,1.0,0.0,12,1,0.0,0.0,1
5480,1,0.0,0.0,0.0,18,1,1.0,0.0,1
5481,8,0.0,1.0,0.0,13,1,0.0,0.0,0
5482,9,0.0,0.0,1.0,16,1,0.0,0.0,1
5483,9,1.0,0.0,0.0,16,1,0.0,0.0,1
5484,5,0.0,0.0,0.0,9,1,1.0,0.0,1
5485,1,0.0,0.0,1.0,18,1,0.0,0.0,1
5486,3,0.0,1.0,0.0,18,0,0.0,0.0,0
5487,9,1.0,0.0,0.0,0,1,0.0,0.0,1
5488,7,0.0,1.0,0.0,18,1,0.0,0.0,0
5489,7,0.0,0.0,0.0,5,0,0.0,1.0,0
5490,9,0.0,0.0,0.0,15,0,1.0,0.0,0
5491,6,1.0,0.0,0.0,11,1,0.0,0.0,1
5492,10,1.0,0.0,0.0,6,1,0.0,0.0,0
5493,10,0.0,0.0,0.0,14,1,0.0,1.0,0
5494,4,0.0,0.0,0.0,20,1,0.0,1.0,1
5495,2,1.0,0.0,0.0,15,0,0.0,0.0,1
5496,2,0.0,0.0,0.0,9,0,0.0,1.0,0
5497,3,0.0,0.0,0.0,4,0,1.0,0.0,0
5498,2,1.0,0.0,0.0,6,0,0.0,0.0,0
5499,10,0.0,0.0,0.0,15,0,0.0,1.0,1
5500,6,0.0,0.0,0.0,7,1,1.0,0.0,1
5501,1,1.0,0.0,0.0,16,1,0.0,0.0,0
5502,10,0.0,0.0,0.0,15,0,1.0,0.0,1
5503,10,0.0,1.0,0.0,20,0,0.0,0.0,0
5504,3,0.0,0.0,0.0,11,0,1.0,0.0,1
5505,10,0.0,0.0,0.0,12,1,0.0,1.0,1
5506,0,0.0,0.0,0.0,18,0,0.0,1.0,0
5507,4,0.0,0.0,1.0,14,1,0.0,0.0,1
5508,4,0.0,0.0,0.0,7,1,0.0,1.0,1
5510,0,0.0,0.0,1.0,18,0,0.0,0.0,0
5511,5,0.0,0.0,0.0,0,0,0.0,1.0,0
5512,2,0.0,0.0,0.0,5,1,0.0,1.0,0
5513,10,0.0,1.0,0.0,19,1,0.0,0.0,0
5514,1,0.0,0.0,0.0,11,0,0.0,1.0,0
5515,6,1.0,0.0,0.0,7,0,0.0,0.0,0
5517,3,0.0,0.0,0.0,6,1,0.0,1.0,1
5518,1,0.0,0.0,1.0,14,1,0.0,0.0,0
5519,9,1.0,0.0,0.0,16,1,0.0,0.0,1
5520,1,0.0,1.0,0.0,12,0,0.0,0.0,0
5521,2,0.0,0.0,0.0,14,0,1.0,0.0,1
5522,3,1.0,0.0,0.0,5,0,0.0,0.0,0
5523,7,0.0,1.0,0.0,5,1,0.0,0.0,0
5524,3,0.0,0.0,0.0,12,1,0.0,1.0,0
5525,9,0.0,0.0,1.0,4,0,0.0,0.0,0
5526,4,0.0,0.0,1.0,7,1,0.0,0.0,1
5529,3,0.0,0.0,0.0,8,1,1.0,0.0,0
5530,4,1.0,0.0,0.0,14,0,0.0,0.0,1
5531,9,0.0,0.0,0.0,15,1,0.0,1.0,1
5532,1,0.0,1.0,0.0,3,0,0.0,0.0,0
5533,9,1.0,0.0,0.0,16,1,0.0,0.0,0
5534,9,0.0,0.0,0.0,9,0,1.0,0.0,1
5535,5,0.0,1.0,0.0,14,0,0.0,0.0,0
5536,8,1.0,0.0,0.0,0,1,0.0,0.0,0
5537,2,1.0,0.0,0.0,20,1,0.0,0.0,0
5538,5,0.0,1.0,0.0,15,0,0.0,0.0,1
5539,7,0.0,0.0,0.0,7,1,1.0,0.0,1
5540,6,0.0,0.0,1.0,15,0,0.0,0.0,1
5541,6,0.0,0.0,0.0,11,1,1.0,0.0,1
5542,2,0.0,0.0,0.0,20,1,1.0,0.0,1
5543,2,1.0,0.0,0.0,15,0,0.0,0.0,1
5544,6,1.0,0.0,0.0,18,0,0.0,0.0,1
5546,6,0.0,0.0,0.0,20,1,1.0,0.0,1
5547,8,0.0,0.0,1.0,7,0,0.0,0.0,1
5548,5,0.0,0.0,1.0,11,0,0.0,0.0,0
5549,2,0.0,0.0,1.0,3,1,0.0,0.0,1
5550,10,1.0,0.0,0.0,15,1,0.0,0.0,0
5551,4,0.0,0.0,1.0,19,0,0.0,0.0,1
5552,0,0.0,0.0,1.0,18,0,0.0,0.0,1
5553,0,1.0,0.0,0.0,19,0,0.0,0.0,0
5554,0,1.0,0.0,0.0,9,0,0.0,0.0,0
5556,5,0.0,0.0,0.0,10,0,1.0,0.0,0
5557,10,0.0,0.0,0.0,14,1,0.0,1.0,1
5558,7,1.0,0.0,0.0,8,0,0.0,0.0,1
5560,8,0.0,0.0,0.0,12,1,0.0,1.0,0
5561,6,0.0,0.0,1.0,18,1,0.0,0.0,1
5562,4,0.0,1.0,0.0,5,0,0.0,0.0,0
5563,0,1.0,0.0,0.0,4,1,0.0,0.0,0
5564,9,0.0,0.0,0.0,12,1,0.0,1.0,0
5565,6,1.0,0.0,0.0,16,0,0.0,0.0,0
5566,9,0.0,0.0,0.0,6,1,0.0,1.0,1
5567,0,0.0,0.0,1.0,5,0,0.0,0.0,0
5569,9,1.0,0.0,0.0,11,0,0.0,0.0,1
